car_title,mileage,body,extcol,intcol,fuecon,engine,ftype,trans,dtype,doors
Used 2017 Honda Accord Sport Special Edition Sedan,"65,977",Sedan,San Marino Red,Black,City 26/Hwy 34/Comb 29 MPG,4-Cylinder,Gasoline,Automatic,2 wheel drive - front,Four Door
Used 2019 Honda Civic LX Sedan,"6,888",Sedan,White Orchid Pearl,,City 30/Hwy 38/Comb 33 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2017 Honda Civic EX Sedan,"34,129",Sedan,Taffeta White,,City 31/Hwy 40/Comb 34 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Certified 2016 Honda Fit EX-L,"17,928",Hatchback,Silver,Other,City 32/Hwy 38/Comb 35 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2016 Honda Odyssey LX,"53,658",Van,Burgundy,,City 19/Hwy 28/Comb 22 MPG,6-Cylinder,Gasoline,6-Speed Automatic,2 wheel drive - front,Four Door
Used 2016 Honda CR-V AWD LX,"33,851",Sport Utility,Crystal Black Pearl,,City 25/Hwy 31/Comb 27 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,All wheel drive,Four Door
Used 2016 Honda CR-V AWD LX,"35,612",Sport Utility,Crystal Black Pearl,,City 25/Hwy 31/Comb 27 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,All wheel drive,Four Door
Used 2015 Honda Odyssey EX,"63,058",Van,Gray,Gray,City 19/Hwy 28/Comb 22 MPG,6-Cylinder,Gasoline,6-Speed Automatic,2 wheel drive - front,Four Door
Certified 2017 Honda Pilot FWD Touring,"27,873",Sport Utility,White Diamond Pearl,Beige,City 19/Hwy 26/Comb 22 MPG,6-Cylinder,Gasoline,9-Speed Shiftable Automatic,2 wheel drive - front,Four Door
Used 2018 Honda Accord 1.5T LX,"55,237",Sedan,Gold,Beige,City 30/Hwy 38/Comb 33 MPG,4-Cylinder Turbo,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2017 Honda Civic LX Sedan,"12,722",Sedan,Black,,City 31/Hwy 40/Comb 34 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2016 Honda CR-V FWD EX,"39,281",Sport Utility,Mountain Air Metallic,,City 25/Hwy 31/Comb 27 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Certified 2017 Honda Pilot 4WD EX,"44,687",Sport Utility,Dark Cherry Pearl,Beige,City 18/Hwy 26/Comb 21 MPG,6-Cylinder,Gasoline,6-Speed Automatic,4 wheel drive - front wheel default,Four Door
Used 2016 Honda CR-V FWD LX,"23,901",Sport Utility,Modern Steel,Other,City 25/Hwy 31/Comb 27 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2014 Honda CR-V EX-L,"32,842",Sport Utility,Urban Titanium Metallic,Black,City 22/Hwy 30/Comb 25 MPG,4-Cylinder,Gasoline,5-Speed Automatic,2 wheel drive - front,Four Door
Used 2017 Honda Accord Sport Special Edition Sedan,"41,723",Sedan,White,Black,City 26/Hwy 34/Comb 29 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2016 Honda Civic EX-L Sedan,"21,055",Sedan,Aegean Blue Metallic,,35 MPG Combined,4-Cylinder Turbo,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Certified 2017 Honda Accord EX Sedan,"46,316",Sedan,Crystal Black Pearl,Ivory,,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2016 Honda CR-V FWD EX,"44,332",Sport Utility,Crystal Black Pearl,,City 25/Hwy 31/Comb 27 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2016 Honda CR-V FWD EX,"37,716",Sport Utility,Mountain Air Metallic,,City 25/Hwy 31/Comb 27 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2017 Honda Fit LX,"33,717",Hatchback,Aegean Blue Metallic,Black,City 33/Hwy 40/Comb 36 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Certified 2018 Honda Civic EX-T Sedan,"18,868",Sedan,Gray,Black,City 32/Hwy 42/Comb 36 MPG,4-Cylinder Turbo,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2013 Honda Odyssey EX-L,"68,116",Van,Silver,Gray,City 18/Hwy 27/Comb 21 MPG,6-Cylinder,Gasoline,5-Speed Automatic,2 wheel drive - front,Four Door
Used 2014 Honda Pilot 4WD Touring,"105,887",Sport Utility,Modern Steel Metallic,Black,City 17/Hwy 24/Comb 20 MPG,6-Cylinder,Gasoline,5-Speed Automatic,4 wheel drive,Four Door
Used 2016 Honda CR-V FWD EX,"26,034",Sport Utility,Alabaster Silver Metallic,,City 25/Hwy 31/Comb 27 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2019 Honda Civic Sport Sedan,"18,255",Sedan,White,Black,City 30/Hwy 38/Comb 33 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2018 Honda Civic Sport Hatchback,"11,322",Hatchback,Lunar Silver Metallic,Black,City 30/Hwy 36/Comb 32 MPG,4-Cylinder Turbo,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2018 Honda Accord 1.5T LX,"24,853",Sedan,Gray,Black,City 30/Hwy 38/Comb 33 MPG,4-Cylinder Turbo,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2017 Honda Civic Si Sedan,"54,099",Sedan,Silver,Black,City 28/Hwy 38/Comb 32 MPG,4-Cylinder Turbo,Gasoline,6-Speed Manual,2 wheel drive - front,Four Door
Certified 2018 Honda Civic EX Sedan,"27,051",Sedan,Cosmic Blue Metallic,Black,City 31/Hwy 40/Comb 34 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Certified 2018 Honda HR-V AWD LX,"16,310",Sport Utility,Lunar Silver Metallic,Gray,City 28/Hwy 34/Comb 31 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,All wheel drive,Four Door
Used 2018 Honda Civic EX Hatchback,"33,116",Hatchback,Blue,Black,City 31/Hwy 40/Comb 34 MPG,4-Cylinder Turbo,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2014 Honda Pilot 4WD Touring w/ RES,"79,778",Sport Utility,White,Gray,City 17/Hwy 24/Comb 20 MPG,6-Cylinder,Gasoline,5-Speed Automatic,4 wheel drive,Four Door
Used 2017 Honda Civic EX-L Sedan,"31,793",Sedan,White,Gray,,4-Cylinder Turbo,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2016 Honda CR-V AWD EX-L,"29,402",Sport Utility,Red,Gray,City 25/Hwy 31/Comb 27 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,All wheel drive,Four Door
Used 2017 Honda Accord Sport Sedan,"24,002",Sedan,Gray,Black,City 26/Hwy 34/Comb 29 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2010 Honda Civic LX,"130,198",Sedan,Atomic Blue Metallic,Black,City 25/Hwy 36/Comb 29 MPG,4-Cylinder,Gasoline,5-Speed Automatic,2 wheel drive - front,Four Door
Used 2016 Honda CR-V FWD EX-L,"42,525",Sport Utility,Gray,Black,City 25/Hwy 31/Comb 27 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2017 Honda Accord EX-L Coupe,"27,624",Coupe,Blue,Black,City 26/Hwy 34/Comb 29 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Two Door
Used 2017 Honda Accord EX-L V6,"17,084",Sedan,Black,Black,City 27/Hwy 36/Comb 30 MPG,6-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2016 Honda Accord EX Sedan,"46,801",Sedan,Black,Black,City 27/Hwy 37/Comb 31 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2016 Honda CR-V FWD EX,"25,292",Sport Utility,Gray,Other,City 25/Hwy 31/Comb 27 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2017 Honda HR-V AWD EX,"18,265",Sport Utility,White,Gray,City 27/Hwy 31/Comb 29 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,All wheel drive,Four Door
Used 2016 Honda Pilot FWD EX-L,"77,091",Sport Utility,White,Beige,City 18/Hwy 26/Comb 21 MPG,6-Cylinder,Gasoline,6-Speed Automatic,2 wheel drive - front,Four Door
Certified 2018 Honda CR-V FWD LX,"22,979",Sport Utility,Gray,Black,City 25/Hwy 31/Comb 27 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2017 Honda Civic Si Coupe,"20,539",Coupe,Rallye Red,Black,City 28/Hwy 38/Comb 32 MPG,4-Cylinder,Gasoline,6-Speed Manual,2 wheel drive - front,Two Door
Used 2016 Honda Pilot FWD EX,"73,656",Sport Utility,White,Gray,City 18/Hwy 26/Comb 21 MPG,6-Cylinder,Gasoline,6-Speed Automatic,2 wheel drive - front,Four Door
Used 2018 Honda Civic EX Sedan,"7,363",Sedan,Black,Other,City 31/Hwy 40/Comb 34 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2018 Honda Civic Si Coupe,"30,951",Coupe,White Orchid Pearl,,City 28/Hwy 38/Comb 32 MPG,4-Cylinder,Gasoline,6-Speed Manual,2 wheel drive - front,Two Door
Used 2017 Honda HR-V FWD EX,"15,176",Sport Utility,Gray,Other,City 27/Hwy 31/Comb 29 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2018 Honda Civic EX-L Sedan,"7,612",Sedan,Rallye Red,Black,City 32/Hwy 42/Comb 36 MPG,4-Cylinder Turbo,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2014 Honda CR-V EX-L,"37,074",Sport Utility,White,Sport,City 22/Hwy 30/Comb 25 MPG,4-Cylinder,Gasoline,5-Speed Automatic,2 wheel drive - front,Four Door
Used 2019 Honda Accord 1.5T LX,"3,957",Sedan,Modern Steel Metallic,Gray,City 30/Hwy 38/Comb 33 MPG,4-Cylinder Turbo,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2019 Honda Accord 1.5T LX,"3,632",Sedan,Lunar Silver Metallic,Black,City 30/Hwy 38/Comb 33 MPG,4-Cylinder Turbo,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2014 Honda Odyssey Touring Elite,"100,536",Van,White Diamond Pearl,Gray,City 19/Hwy 28/Comb 22 MPG,6-Cylinder,Gasoline,6-Speed Automatic,2 wheel drive - front,Four Door
Used 2017 Honda CR-V FWD EX,"18,618",Sport Utility,Gray,Silver,City 27/Hwy 33/Comb 29 MPG,4-Cylinder Turbo,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2018 Honda Accord 1.5T Sport,"27,321",Sedan,Crystal Black Pearl,Black,City 29/Hwy 35/Comb 31 MPG,4-Cylinder Turbo,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2017 Honda Civic Si Sedan,"31,679",Sedan,Silver,,City 28/Hwy 38/Comb 32 MPG,4-Cylinder Turbo,Gasoline,6-Speed Manual,2 wheel drive - front,Four Door
Used 2017 Honda Ridgeline RT,"44,968",Truck,Modern Steel Metallic,,City 18/Hwy 25/Comb 21 MPG,6-Cylinder,Gasoline,6-Speed Automatic,2 wheel drive - front,Four Door
Used 2018 Honda Civic Si Coupe,"2,531",Coupe,Lunar Silver Metallic,,City 28/Hwy 38/Comb 32 MPG,4-Cylinder,Gasoline,6-Speed Manual,2 wheel drive - front,Two Door
Used 2016 Honda CR-V FWD Touring,"27,158",Sport Utility,White,Black,City 25/Hwy 31/Comb 27 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Certified 2017 Honda CR-V AWD EX-L,"71,568",Sport Utility,Basque Red Pearl Ii,Gray,City 27/Hwy 33/Comb 29 MPG,4-Cylinder Turbo,Gasoline,Continuously Variable Automatic,All wheel drive,Four Door
Certified 2018 Honda Accord 1.5T Sport,"33,005",Sedan,Crystal Black Pearl,Black,City 29/Hwy 35/Comb 31 MPG,4-Cylinder Turbo,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2018 Honda Civic Touring Sedan,"3,298",Sedan,Taffeta White,Black,City 32/Hwy 42/Comb 36 MPG,4-Cylinder Turbo,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2019 Honda CR-V AWD EX-L,350,Sport Utility,,,City 27/Hwy 33/Comb 29 MPG,4-Cylinder Turbo,Gasoline,Continuously Variable Automatic,All wheel drive,Four Door
Used 2018 Honda Civic Touring Sedan,"2,520",Sedan,Lunar Silver Metallic,Black,City 32/Hwy 42/Comb 36 MPG,4-Cylinder Turbo,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2018 Honda Civic Si Coupe,"11,258",Coupe,Taffeta White,Black,City 28/Hwy 38/Comb 32 MPG,4-Cylinder,Gasoline,6-Speed Manual,2 wheel drive - front,Two Door
Used 2017 Honda CR-V AWD EX,"29,312",Sport Utility,Molten Lava Pearl,Ivory,City 27/Hwy 33/Comb 29 MPG,4-Cylinder Turbo,Gasoline,Continuously Variable Automatic,All wheel drive,Four Door
Used 2017 Honda Pilot 4WD EX,"59,778",Sport Utility,Gray,Gray,City 18/Hwy 26/Comb 21 MPG,6-Cylinder,Gasoline,6-Speed Automatic,All wheel drive,Four Door
Certified 2017 Honda CR-V FWD EX-L,"37,526",Sport Utility,Crystal Black Pearl,Black,City 27/Hwy 33/Comb 29 MPG,4-Cylinder Turbo,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2016 Honda Pilot FWD LX,"37,514",Sport Utility,Black,Gray,City 18/Hwy 26/Comb 21 MPG,6-Cylinder,Gasoline,6-Speed Automatic,2 wheel drive - front,Four Door
Used 2016 Honda Accord Touring Coupe,"21,879",Coupe,White,Black,,6-Cylinder,Gasoline,6-Speed Automatic,2 wheel drive - front,Two Door
Used 2018 Honda CR-V FWD EX,"8,006",Sport Utility,White Diamond Pearl,Ivory,City 27/Hwy 33/Comb 29 MPG,4-Cylinder Turbo,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2014 Honda Ridgeline SE,"77,808",Truck,Silver,Black,City 15/Hwy 21/Comb 17 MPG,6-Cylinder,Gasoline,5-Speed Automatic,4 wheel drive,Four Door
Certified 2017 Honda Civic Sport Touring Hatchback,"15,830",Hatchback,Black,Other,City 31/Hwy 40/Comb 34 MPG,4-Cylinder Turbo,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2017 Honda Ridgeline AWD RTL-T,"53,474",Truck,White,Black,City 18/Hwy 25/Comb 21 MPG,6-Cylinder,Gasoline,6-Speed Automatic,All wheel drive,Four Door
Used 2016 Honda Accord Sport Sedan,"15,368",Sedan,Silver,Black,City 26/Hwy 35/Comb 30 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2016 Honda Odyssey EX-L,"32,401",Van,Modern Steel Metallic,Gray,City 19/Hwy 28/Comb 22 MPG,6-Cylinder,Gasoline,6-Speed Automatic,2 wheel drive - front,Four Door
Certified 2018 Honda Pilot FWD LX,"17,348",Sport Utility,Black Forest Pearl,Beige,City 18/Hwy 26/Comb 21 MPG,6-Cylinder,Gasoline,6-Speed Automatic,2 wheel drive - front,Four Door
Certified 2018 Honda Pilot FWD EX,"30,010",Sport Utility,White,Beige,City 18/Hwy 26/Comb 21 MPG,6-Cylinder,Gasoline,6-Speed Automatic,2 wheel drive - front,Four Door
Used 2016 Honda Odyssey Touring,"36,671",Van,Burgundy,Gray,City 19/Hwy 28/Comb 22 MPG,6-Cylinder,Gasoline,6-Speed Automatic,2 wheel drive - front,Four Door
Used 2018 Honda Accord 1.5T Touring,"8,528",Sedan,Black,Black,City 29/Hwy 35/Comb 31 MPG,4-Cylinder Turbo,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2018 Honda Accord 2.0T EX-L,"4,087",Sedan,Radiant Red Metallic,Ivory,City 30/Hwy 38/Comb 33 MPG,4-Cylinder Turbo,Gasoline,10-Speed Automatic,2 wheel drive - front,Four Door
Certified 2016 Honda Pilot 4WD EX-L,"50,190",Sport Utility,Modern Steel Metallic,Gray,City 18/Hwy 26/Comb 21 MPG,6-Cylinder,Gasoline,6-Speed Automatic,All wheel drive,Four Door
Used 2017 Honda Ridgeline AWD RTL-T,"54,852",Truck,Gray,No Color,City 18/Hwy 25/Comb 21 MPG,6-Cylinder,Gasoline,6-Speed Automatic,All wheel drive,Four Door
Used 2016 Honda Pilot 4WD EX-L,"33,721",Sport Utility,Gray,Black,City 18/Hwy 26/Comb 21 MPG,6-Cylinder,Gasoline,6-Speed Automatic,All wheel drive,Four Door
Certified 2018 Honda CR-V AWD EX-L,"15,938",Sport Utility,Modern Steel Metallic,Gray,City 27/Hwy 33/Comb 29 MPG,4-Cylinder Turbo,Gasoline,Continuously Variable Automatic,All wheel drive,Four Door
Certified 2018 Honda Pilot FWD EX,"25,430",Sport Utility,White Diamond Pearl,Beige,City 18/Hwy 26/Comb 21 MPG,6-Cylinder,Gasoline,6-Speed Automatic,2 wheel drive - front,Four Door
Certified 2018 Honda Accord 1.5T Touring,"9,712",Sedan,Lunar Silver Metallic,Black,City 29/Hwy 35/Comb 31 MPG,4-Cylinder Turbo,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2016 Honda Pilot 4WD Touring,"46,899",Sport Utility,Blue,Black,City 19/Hwy 26/Comb 21 MPG,6-Cylinder,Gasoline,Automatic,4 wheel drive - front wheel default,Four Door
Certified 2018 Honda CR-V AWD Touring,"19,255",Sport Utility,White Diamond Pearl,,City 27/Hwy 33/Comb 29 MPG,4-Cylinder Turbo,Gasoline,Continuously Variable Automatic,All wheel drive,Four Door
Used 2018 Honda Ridgeline 2WD RTL-T,"6,626",Truck,White Diamond Pearl,Black,City 18/Hwy 25/Comb 21 MPG,6-Cylinder,Gasoline,6-Speed Automatic,2 wheel drive - front,Four Door
Certified 2017 Honda Accord Sport Sedan,"25,804",Sedan,Blue,Other,City 26/Hwy 34/Comb 29 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Certified 2018 Honda Pilot 4WD EX-L,"28,863",Sport Utility,White,Black,City 18/Hwy 26/Comb 21 MPG,6-Cylinder,Gasoline,6-Speed Automatic,All wheel drive,Four Door
Used 2017 Honda Pilot 4WD EX-L,"34,890",Sport Utility,Lunar Silver Metallic,,City 18/Hwy 26/Comb 21 MPG,6-Cylinder,Gasoline,6-Speed Automatic,All wheel drive,Four Door
Used 2016 Honda Pilot 4WD Touring,"16,557",Sport Utility,Blue,Gray,City 19/Hwy 26/Comb 21 MPG,6-Cylinder,Gasoline,9-Speed Automatic,All wheel drive,Four Door
Used 2014 Honda Accord Sport Sedan,"85,809",Sedan,Hematite Metallic,Black,City 26/Hwy 34/Comb 29 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2019 Honda Accord 2.0T Touring,"4,751",Sedan,White,Black,,4-Cylinder Turbo,Gasoline,10-Speed Automatic,2 wheel drive - front,Four Door
Used 2016 Honda Pilot 4WD Elite,"44,009",Sport Utility,Lunar Silver Metallic,Gray,City 19/Hwy 26/Comb 21 MPG,6-Cylinder,Gasoline,9-Speed Automatic,All wheel drive,Four Door
Used 2019 Honda Pilot FWD EX-L,"1,454",Sport Utility,Silver,Gray,City 18/Hwy 26/Comb 21 MPG,6-Cylinder,Gasoline,6-Speed Automatic,2 wheel drive - front,Four Door
Used 2019 Honda Pilot 4WD EX-L,"3,181",Sport Utility,White Diamond Pearl,Be,City 18/Hwy 26/Comb 21 MPG,6-Cylinder,Gasoline,6-Speed Automatic,4 wheel drive - front wheel default,Four Door
Used 2019 Honda Pilot 4WD EX-L,"3,509",Sport Utility,White Diamond Pearl,Be,City 18/Hwy 26/Comb 21 MPG,6-Cylinder,Gasoline,6-Speed Automatic,All wheel drive,Four Door
Used 2019 Honda Passport AWD Elite,"7,379",Sport Utility,Black,Black,City 19/Hwy 24/Comb 21 MPG,6-Cylinder,Gasoline,9-Speed Automatic,All wheel drive,Four Door
Used 2001 Honda Odyssey EX,"165,628",Van,Gray,Gray,City 16/Hwy 23/Comb 18 MPG,6-Cylinder,Gasoline,4-Speed Automatic,2 wheel drive - front,Four Door
Used 2017 Honda Civic LX-P Coupe,"23,857",Coupe,Taffeta White,,City 30/Hwy 39/Comb 34 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Two Door
Used 2000 Honda Accord LX Sedan,"184,221",Sedan,Silver,Gray,City 20/Hwy 28/Comb 23 MPG,4-Cylinder,Gasoline,4-Speed Automatic,2 wheel drive - front,Four Door
Used 2010 Honda Civic LX,"166,424",Sedan,Atomic Blue Metallic,Gray,City 25/Hwy 36/Comb 29 MPG,4-Cylinder,Gasoline,5-Speed Automatic,2 wheel drive - front,Four Door
Used 2009 Honda Accord EX Sedan,"96,000",Sedan,Burgundy,Beige,City 21/Hwy 30/Comb 24 MPG,4-Cylinder,Gasoline,5-Speed Automatic,2 wheel drive - front,Four Door
Used 1993 Honda Civic Si,"25,989",Coupe,Red,Black,City 25/Hwy 30/Comb 27 MPG,4-Cylinder,Gasoline,4-Speed Automatic,2 wheel drive - front,Two Door
Used 2010 Honda Civic LX-S Sedan,"112,060",Sedan,Polished Metal Metallic,Gray,City 25/Hwy 36/Comb 29 MPG,4-Cylinder,Gasoline,5-Speed Automatic,2 wheel drive - front,Four Door
Used 2008 Honda CR-V LX,"136,447",Sport Utility,Beige,Ivory,City 20/Hwy 26/Comb 22 MPG,4-Cylinder,Gasoline,5-Speed Automatic,2 wheel drive - front,Four Door
Used 2008 Honda Ridgeline RTX,"161,296",Truck,Silver,Gray,City 15/Hwy 20/Comb 17 MPG,6-Cylinder,Gasoline,5-Speed Automatic,4 wheel drive,Four Door
Used 2008 Honda Civic Hybrid Sedan,"32,864",Sedan,White,Tan,Gas - City 40/Hwy 45/Comb 42 MPG,Hybrid,Hybrid Gas/Electric,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2012 Honda Accord LX Sedan,"137,000",Sedan,Gray,Gray,City 23/Hwy 34/Comb 27 MPG,4-Cylinder,Gasoline,5-Speed Automatic,2 wheel drive - front,Four Door
Used 2012 Honda Civic EX Sedan,"149,414",Sedan,Blue,Tan,City 28/Hwy 39/Comb 32 MPG,4-Cylinder,Gasoline,5-Speed Automatic,2 wheel drive - front,Four Door
Used 2012 Honda Accord EX-L,"150,107",Sedan,Gray,Gray,City 23/Hwy 34/Comb 27 MPG,4-Cylinder,Gasoline,5-Speed Automatic,2 wheel drive - front,Four Door
Used 2007 Honda Element EX,"86,864",Sport Utility,Atomic Blue Metallic,Gray/Black,City 19/Hwy 24/Comb 21 MPG,4-Cylinder,Gasoline,5-Speed Automatic,2 wheel drive - front,Two Door
Used 2010 Honda CR-V LX,"109,507",Sport Utility,Urban Titanium Metallic,Black,City 21/Hwy 27/Comb 23 MPG,4-Cylinder,Gasoline,5-Speed Automatic,2 wheel drive - front,Four Door
Used 2014 Honda Accord EX-L,"157,711",Sedan,Tan,Ivory,City 27/Hwy 36/Comb 30 MPG,6-Cylinder,Gasoline,6-Speed Automatic,2 wheel drive - front,Four Door
Used 2010 Honda CR-V 2WD LX,"70,757",Sport Utility,Teal,Tan,City 21/Hwy 27/Comb 23 MPG,4-Cylinder,Gasoline,5-Speed Automatic,2 wheel drive - front,Four Door
Certified 2017 Honda Pilot FWD Touring,"27,873",Sport Utility,White Diamond Pearl,Beige,City 19/Hwy 26/Comb 22 MPG,6-Cylinder,Gasoline,9-Speed Shiftable Automatic,2 wheel drive - front,Four Door
Used 2014 Honda CR-V FWD EX,"135,861",Sport Utility,Mountain Air Metallic,Beige,City 22/Hwy 30/Comb 25 MPG,4-Cylinder,Gasoline,5-Speed Automatic,2 wheel drive - front,Four Door
Used 2013 Honda Fit,"61,719",Hatchback,Dk. Red,Gray,City 28/Hwy 35/Comb 31 MPG,4-Cylinder,Gasoline,5-Speed Manual,2 wheel drive - front,Four Door
Used 2011 Honda Pilot EX,"140,661",Sport Utility,Polished Metal Metallic,Gray,City 16/Hwy 22/Comb 18 MPG,6-Cylinder,Gasoline,5-Speed Automatic,2 wheel drive - front,Four Door
